PathId,OrderNumber,FromNode,ToNode,Length,AB_Wh,BA_Wh
1274,7,286,6,2710,2710,2710
1274,8,6,290,25999,25999,25999
1274,9,290,293,26792,26792,26792
1274,10,293,1,26538,26538,26538
1274,11,1,70,26012,26012,26012
1274,12,70,298,16558,16558,16558
1274,13,298,71,50351,50351,50351
1274,14,71,41,21602,21602,21602
1274,15,41,45,13550,13550,13550
1274,16,45,85,5780,5780,5780
1274,17,85,84,13617,13617,13617
1274,18,84,142,24630,24630,24630
1274,19,142,155,18718,18718,18718
1274,20,155,154,7768,7768,7768
1274,21,154,160,48527,48527,48527
1274,22,160,116,38887,38887,38887
1274,23,116,163,1610,1610,1610
1274,24,163,162,5196,5196,5196
1274,25,162,112,33673,33673,33673
1274,26,112,91,34095,34095,34095
1274,27,91,88,21238,21238,21238
1275,1,69,8,13539,13539,13539
1275,2,8,68,26740,26740,26740
1275,3,68,297,44918,44918,44918
1275,4,297,283,44457,44457,44457
1275,5,283,285,44562,44562,44562
1275,6,285,286,56008,56008,56008
1275,7,286,6,2710,2710,2710
1275,8,6,290,25999,25999,25999
1275,9,290,293,26792,26792,26792
1275,10,293,1,26538,26538,26538
1275,11,1,70,26012,26012,26012
1275,12,70,298,16558,16558,16558
1275,13,298,71,50351,50351,50351
1275,14,71,41,21602,21602,21602
1275,15,41,33,8112,8112,8112
1275,16,33,13,54504,54504,54504
1275,17,13,72,14279,14279,14279
1275,18,72,34,20651,20651,20651
1275,19,34,30,6240,6240,6240
1275,20,30,82,2326,2326,2326
1275,21,82,42,22776,22776,22776
1275,22,42,124,31507,31507,31507
1275,23,124,130,10676,10676,10676
1275,24,130,144,9162,9162,9162
1275,25,144,143,11534,11534,11534
1275,26,143,299,13844,13844,13844
1275,27,299,128,9346,9346,9346
1275,28,128,133,16322,16322,16322
1275,29,133,132,9099,9099,9099
1275,30,132,93,11930,11930,11930
1276,1,69,8,13539,13539,13539
1276,2,8,68,26740,26740,26740
1276,3,68,297,44918,44918,44918
1276,4,297,283,44457,44457,44457
1276,5,283,285,44562,44562,44562
1276,6,285,286,56008,56008,56008
1276,7,286,6,2710,2710,2710
1276,8,6,290,25999,25999,25999
1276,9,290,293,26792,26792,26792
1276,10,293,1,26538,26538,26538
1276,11,1,70,26012,26012,26012
1276,12,70,298,16558,16558,16558
1276,13,298,71,50351,50351,50351
1276,14,71,41,21602,21602,21602
1276,15,41,45,13550,13550,13550
1276,16,45,85,5780,5780,5780
1276,17,85,84,13617,13617,13617
1276,18,84,142,24630,24630,24630
1276,19,142,155,18718,18718,18718
1276,20,155,154,7768,7768,7768
1276,21,154,160,48527,48527,48527
1276,22,160,116,38887,38887,38887
1276,23,116,163,1610,1610,1610
1276,24,163,113,41907,41907,41907
1276,25,113,92,25224,25224,25224
1276,26,92,98,17706,17706,17706
1277,1,69,8,13539,13539,13539
1277,2,8,68,26740,26740,26740
1277,3,68,297,44918,44918,44918
1277,4,297,283,44457,44457,44457
1277,5,283,285,44562,44562,44562
1277,6,285,286,56008,56008,56008
1277,7,286,6,2710,2710,2710
1277,8,6,290,25999,25999,25999
1277,9,290,293,26792,26792,26792
1277,10,293,1,26538,26538,26538
1277,11,1,70,26012,26012,26012
1277,12,70,298,16558,16558,16558
1277,13,298,71,50351,50351,50351
1277,14,71,41,21602,21602,21602
1277,15,41,45,13550,13550,13550
1277,16,45,85,5780,5780,5780
1277,17,85,84,13617,13617,13617
1277,18,84,142,24630,24630,24630
1277,19,142,155,18718,18718,18718
1277,20,155,154,7768,7768,7768
1277,21,154,160,48527,48527,48527
1277,22,160,116,38887,38887,38887
1277,23,116,163,1610,1610,1610
1277,24,163,113,41907,41907,41907
1277,25,113,92,25224,25224,25224
1277,26,92,106,19559,19559,19559
1277,27,106,105,9977,9977,9977
1277,28,105,103,11223,11223,11223
1277,29,103,102,9078,9078,9078
1277,30,102,101,20547,20547,20547
1278,1,69,8,13539,13539,13539
1278,2,8,68,26740,26740,26740
1278,3,68,297,44918,44918,44918
1278,4,297,283,44457,44457,44457
1278,5,283,285,44562,44562,44562
1278,6,285,286,56008,56008,56008
1278,7,286,6,2710,2710,2710
1278,8,6,290,25999,25999,25999
1278,9,290,293,26792,26792,26792
1278,10,293,1,26538,26538,26538
1278,11,1,70,26012,26012,26012
1278,12,70,298,16558,16558,16558
1278,13,298,71,50351,50351,50351
1278,14,71,41,21602,21602,21602
1278,15,41,45,13550,13550,13550
1278,16,45,85,5780,5780,5780
1278,17,85,84,13617,13617,13617
1278,18,84,142,24630,24630,24630
1278,19,142,155,18718,18718,18718
1278,20,155,154,7768,7768,7768
1278,21,154,160,48527,48527,48527
1278,22,160,116,38887,38887,38887
1278,23,116,163,1610,1610,1610
1278,24,163,113,41907,41907,41907
1278,25,113,92,25224,25224,25224
1278,26,92,106,19559,19559,19559
1278,27,106,105,9977,9977,9977
1278,28,105,103,11223,11223,11223
1278,29,103,107,3622,3622,3622
1279,1,69,8,13539,13539,13539
1279,2,8,68,26740,26740,26740
1279,3,68,297,44918,44918,44918
1279,4,297,283,44457,44457,44457
1279,5,283,285,44562,44562,44562
1279,6,285,286,56008,56008,56008
1279,7,286,6,2710,2710,2710
1279,8,6,290,25999,25999,25999
1279,9,290,293,26792,26792,26792
1279,10,293,1,26538,26538,26538
1279,11,1,70,26012,26012,26012
1279,12,70,298,16558,16558,16558
1279,13,298,71,50351,50351,50351
1279,14,71,41,21602,21602,21602
1279,15,41,45,13550,13550,13550
1279,16,45,85,5780,5780,5780
1279,17,85,84,13617,13617,13617
1279,18,84,142,24630,24630,24630
1279,19,142,155,18718,18718,18718
1279,20,155,154,7768,7768,7768
1279,21,154,160,48527,48527,48527
1279,22,160,116,38887,38887,38887
1279,23,116,163,1610,1610,1610
1279,24,163,113,41907,41907,41907
1279,25,113,92,25224,25224,25224
1279,26,92,106,19559,19559,19559
1279,27,106,109,20005,20005,20005
1280,1,69,8,13539,13539,13539
1280,2,8,68,26740,26740,26740
1280,3,68,297,44918,44918,44918
1280,4,297,283,44457,44457,44457
1280,5,283,285,44562,44562,44562
1280,6,285,286,56008,56008,56008
1280,7,286,6,2710,2710,2710
1280,8,6,290,25999,25999,25999
1280,9,290,293,26792,26792,26792
1280,10,293,1,26538,26538,26538
1280,11,1,70,26012,26012,26012
1280,12,70,298,16558,16558,16558
1280,13,298,71,50351,50351,50351
1280,14,71,41,21602,21602,21602
1280,15,41,33,8112,8112,8112
1280,16,33,14,7215,7215,7215
1280,17,14,56,34466,34466,34466
1280,18,56,15,1940,1940,1940
1280,19,15,110,22693,22693,22693
1281,1,69,8,13539,13539,13539
1281,2,8,68,26740,26740,26740
1281,3,68,297,44918,44918,44918
1281,4,297,283,44457,44457,44457
1281,5,283,285,44562,44562,44562
1281,6,285,286,56008,56008,56008
1281,7,286,6,2710,2710,2710
1281,8,6,290,25999,25999,25999
1281,9,290,293,26792,26792,26792
1281,10,293,1,26538,26538,26538
1281,11,1,70,26012,26012,26012
1281,12,70,298,16558,16558,16558
1281,13,298,71,50351,50351,50351
1281,14,71,41,21602,21602,21602
1281,15,41,45,13550,13550,13550
1281,16,45,85,5780,5780,5780
1281,17,85,84,13617,13617,13617
1281,18,84,142,24630,24630,24630
1281,19,142,155,18718,18718,18718
1281,20,155,154,7768,7768,7768
1281,21,154,160,48527,48527,48527
1281,22,160,116,38887,38887,38887
1281,23,116,117,27372,27372,27372
1282,1,69,8,13539,13539,13539
1282,2,8,68,26740,26740,26740
1282,3,68,297,44918,44918,44918
1282,4,297,283,44457,44457,44457
1282,5,283,285,44562,44562,44562
1282,6,285,286,56008,56008,56008
1282,7,286,6,2710,2710,2710
1282,8,6,290,25999,25999,25999
1282,9,290,293,26792,26792,26792
1282,10,293,1,26538,26538,26538
1282,11,1,70,26012,26012,26012
1282,12,70,298,16558,16558,16558
1282,13,298,71,50351,50351,50351
1282,14,71,41,21602,21602,21602
1282,15,41,45,13550,13550,13550
1282,16,45,85,5780,5780,5780
1282,17,85,84,13617,13617,13617
1282,18,84,142,24630,24630,24630
1282,19,142,155,18718,18718,18718
1282,20,155,118,7736,7736,7736
1283,1,69,8,13539,13539,13539
1283,2,8,68,26740,26740,26740
1283,3,68,297,44918,44918,44918
1283,4,297,283,44457,44457,44457
1283,5,283,285,44562,44562,44562
1283,6,285,286,56008,56008,56008
1283,7,286,6,2710,2710,2710
1283,8,6,290,25999,25999,25999
1283,9,290,293,26792,26792,26792
1283,10,293,1,26538,26538,26538
1283,11,1,70,26012,26012,26012
1283,12,70,298,16558,16558,16558
1283,13,298,71,50351,50351,50351
1283,14,71,41,21602,21602,21602
1283,15,41,33,8112,8112,8112
1283,16,33,13,54504,54504,54504
1283,17,13,72,14279,14279,14279
1283,18,72,34,20651,20651,20651
1283,19,34,30,6240,6240,6240
1283,20,30,82,2326,2326,2326
1283,21,82,42,22776,22776,22776
1283,22,42,124,31507,31507,31507
1284,1,69,8,13539,13539,13539
1284,2,8,68,26740,26740,26740
1284,3,68,297,44918,44918,44918
1284,4,297,283,44457,44457,44457
1284,5,283,285,44562,44562,44562
1284,6,285,286,56008,56008,56008
1284,7,286,6,2710,2710,2710
1284,8,6,290,25999,25999,25999
1284,9,290,293,26792,26792,26792
1284,10,293,1,26538,26538,26538
1284,11,1,70,26012,26012,26012
1284,12,70,298,16558,16558,16558
1284,13,298,71,50351,50351,50351
1284,14,71,41,21602,21602,21602
1284,15,41,45,13550,13550,13550
1284,16,45,85,5780,5780,5780
1284,17,85,84,13617,13617,13617
1284,18,84,142,24630,24630,24630
1284,19,142,155,18718,18718,18718
1284,20,155,154,7768,7768,7768
1284,21,154,160,48527,48527,48527
1284,22,160,116,38887,38887,38887
1284,23,116,163,1610,1610,1610
1284,24,163,162,5196,5196,5196
1284,25,162,174,26069,26069,26069
1284,26,174,172,6041,6041,6041
1284,27,172,181,19792,19792,19792
1284,28,181,198,5013,5013,5013
1284,29,198,182,4315,4315,4315
1284,30,182,145,18142,18142,18142
1285,1,69,8,13539,13539,13539
1285,2,8,68,26740,26740,26740
1285,3,68,297,44918,44918,44918
1285,4,297,283,44457,44457,44457
1285,5,283,285,44562,44562,44562
1285,6,285,286,56008,56008,56008
1285,7,286,6,2710,2710,2710
1285,8,6,290,25999,25999,25999
1285,9,290,293,26792,26792,26792
1285,10,293,1,26538,26538,26538
1285,11,1,2,7638,7638,7638
1285,12,2,46,47004,47004,47004
1285,13,46,95,1660,1660,1660
1285,14,95,94,43845,43845,43845
1285,15,94,24,48440,48440,48440
1285,16,24,147,12396,12396,12396
1286,1,69,8,13539,13539,13539
1286,2,8,68,26740,26740,26740
1286,3,68,297,44918,44918,44918
1286,4,297,283,44457,44457,44457
1286,5,283,285,44562,44562,44562
1286,6,285,286,56008,56008,56008
1286,7,286,6,2710,2710,2710
1286,8,6,290,25999,25999,25999
1286,9,290,293,26792,26792,26792
1286,10,293,1,26538,26538,26538
1286,11,1,70,26012,26012,26012
1286,12,70,298,16558,16558,16558
1286,13,298,71,50351,50351,50351
1286,14,71,41,21602,21602,21602
1286,15,41,45,13550,13550,13550
1286,16,45,85,5780,5780,5780
1286,17,85,84,13617,13617,13617
1286,18,84,142,24630,24630,24630
1286,19,142,155,18718,18718,18718
1286,20,155,154,7768,7768,7768
1286,21,154,160,48527,48527,48527
1286,22,160,116,38887,38887,38887
1286,23,116,163,1610,1610,1610
1286,24,163,162,5196,5196,5196
1286,25,162,174,26069,26069,26069
1286,26,174,172,6041,6041,6041
1286,27,172,181,19792,19792,19792
1286,28,181,198,5013,5013,5013
1286,29,198,182,4315,4315,4315
1286,30,182,187,2034,2034,2034
1286,31,187,192,10053,10053,10053
1286,32,192,193,4157,4157,4157
1286,33,193,190,1964,1964,1964
1286,34,190,202,16806,16806,16806
1286,35,202,189,24600,24600,24600
1286,36,189,196,10080,10080,10080
1286,37,196,204,7484,7484,7484
1286,38,204,203,6320,6320,6320
1286,39,203,149,33517,33517,33517
1287,1,69,8,13539,13539,13539
1287,2,8,68,26740,26740,26740
1287,3,68,297,44918,44918,44918
1287,4,297,283,44457,44457,44457
1287,5,283,285,44562,44562,44562
1287,6,285,286,56008,56008,56008
1287,7,286,6,2710,2710,2710
1287,8,6,290,25999,25999,25999
1287,9,290,293,26792,26792,26792
1287,10,293,1,26538,26538,26538
1287,11,1,70,26012,26012,26012
1287,12,70,298,16558,16558,16558
1287,13,298,71,50351,50351,50351
1287,14,71,41,21602,21602,21602
1287,15,41,45,13550,13550,13550
1287,16,45,85,5780,5780,5780
1287,17,85,84,13617,13617,13617
1287,18,84,142,24630,24630,24630
1287,19,142,155,18718,18718,18718
1287,20,155,154,7768,7768,7768
1287,21,154,160,48527,48527,48527
1287,22,160,116,38887,38887,38887
1287,23,116,163,1610,1610,1610
1287,24,163,162,5196,5196,5196
1287,25,162,174,26069,26069,26069
1287,26,174,172,6041,6041,6041
1287,27,172,181,19792,19792,19792
1287,28,181,198,5013,5013,5013
1287,29,198,182,4315,4315,4315
1287,30,182,187,2034,2034,2034
1287,31,187,192,10053,10053,10053
1287,32,192,193,4157,4157,4157
1287,33,193,190,1964,1964,1964
1287,34,190,202,16806,16806,16806
1287,35,202,189,24600,24600,24600
1287,36,189,196,10080,10080,10080
1287,37,196,204,7484,7484,7484
1287,38,204,203,6320,6320,6320
1287,39,203,149,33517,33517,33517
1287,40,149,153,54334,54334,54334
1288,1,69,8,13539,13539,13539
1288,2,8,68,26740,26740,26740
1288,3,68,297,44918,44918,44918
1288,4,297,283,44457,44457,44457
1288,5,283,285,44562,44562,44562
1288,6,285,286,56008,56008,56008
1288,7,286,6,2710,2710,2710
1288,8,6,290,25999,25999,25999
1288,9,290,293,26792,26792,26792
1288,10,293,1,26538,26538,26538
1288,11,1,70,26012,26012,26012
1288,12,70,298,16558,16558,16558
1288,13,298,71,50351,50351,50351
1288,14,71,41,21602,21602,21602
1288,15,41,45,13550,13550,13550
1288,16,45,85,5780,5780,5780
1288,17,85,84,13617,13617,13617
1288,18,84,142,24630,24630,24630
1288,19,142,155,18718,18718,18718
1288,20,155,154,7768,7768,7768
1288,21,154,159,26404,26404,26404
1288,22,159,158,844,844,844
1289,1,69,8,13539,13539,13539
1289,2,8,68,26740,26740,26740
1289,3,68,297,44918,44918,44918
1289,4,297,283,44457,44457,44457
1289,5,283,285,44562,44562,44562
1289,6,285,286,56008,56008,56008
1289,7,286,6,2710,2710,2710
1289,8,6,290,25999,25999,25999
1289,9,290,293,26792,26792,26792
1289,10,293,1,26538,26538,26538
1289,11,1,70,26012,26012,26012
1289,12,70,298,16558,16558,16558
1289,13,298,71,50351,50351,50351
1289,14,71,41,21602,21602,21602
1289,15,41,45,13550,13550,13550
1289,16,45,85,5780,5780,5780
1289,17,85,84,13617,13617,13617
1289,18,84,142,24630,24630,24630
1289,19,142,155,18718,18718,18718
1289,20,155,154,7768,7768,7768
1289,21,154,160,48527,48527,48527
1289,22,160,161,4517,4517,4517
1290,1,69,8,13539,13539,13539
1290,2,8,68,26740,26740,26740
1290,3,68,297,44918,44918,44918
1290,4,297,283,44457,44457,44457
1290,5,283,285,44562,44562,44562
1290,6,285,286,56008,56008,56008
1290,7,286,6,2710,2710,2710
1290,8,6,290,25999,25999,25999
1290,9,290,293,26792,26792,26792
1290,10,293,1,26538,26538,26538
1290,11,1,70,26012,26012,26012
1290,12,70,298,16558,16558,16558
1290,13,298,71,50351,50351,50351
1290,14,71,41,21602,21602,21602
1290,15,41,45,13550,13550,13550
1290,16,45,85,5780,5780,5780
1290,17,85,84,13617,13617,13617
1290,18,84,142,24630,24630,24630
1290,19,142,155,18718,18718,18718
1290,20,155,154,7768,7768,7768
1290,21,154,160,48527,48527,48527
1290,22,160,116,38887,38887,38887
1290,23,116,163,1610,1610,1610
1290,24,163,162,5196,5196,5196
1291,1,69,8,13539,13539,13539
1291,2,8,68,26740,26740,26740
1291,3,68,297,44918,44918,44918
1291,4,297,283,44457,44457,44457
1291,5,283,285,44562,44562,44562
1291,6,285,286,56008,56008,56008
1291,7,286,6,2710,2710,2710
1291,8,6,290,25999,25999,25999
1291,9,290,293,26792,26792,26792
1291,10,293,1,26538,26538,26538
1291,11,1,70,26012,26012,26012
1291,12,70,298,16558,16558,16558
1291,13,298,71,50351,50351,50351
1291,14,71,41,21602,21602,21602
1291,15,41,45,13550,13550,13550
1291,16,45,85,5780,5780,5780
1291,17,85,84,13617,13617,13617
1291,18,84,142,24630,24630,24630
1291,19,142,155,18718,18718,18718
1291,20,155,154,7768,7768,7768
1291,21,154,160,48527,48527,48527
1291,22,160,116,38887,38887,38887
1291,23,116,163,1610,1610,1610
1291,24,163,162,5196,5196,5196
1291,25,162,174,26069,26069,26069
1291,26,174,172,6041,6041,6041
1291,27,172,181,19792,19792,19792
1291,28,181,198,5013,5013,5013
1291,29,198,182,4315,4315,4315
1291,30,182,187,2034,2034,2034
1291,31,187,185,13823,13823,13823
1291,32,185,183,1380,1380,1380
1291,33,183,179,12422,12422,12422
1291,34,179,180,1062,1062,1062
1291,35,180,168,15257,15257,15257
1291,36,168,169,10507,10507,10507
1292,1,69,8,13539,13539,13539
1292,2,8,68,26740,26740,26740
1292,3,68,297,44918,44918,44918
1292,4,297,283,44457,44457,44457
1292,5,283,285,44562,44562,44562
1292,6,285,286,56008,56008,56008
1292,7,286,6,2710,2710,2710
1292,8,6,290,25999,25999,25999
1292,9,290,293,26792,26792,26792
1292,10,293,1,26538,26538,26538
1292,11,1,70,26012,26012,26012
1292,12,70,298,16558,16558,16558
1292,13,298,71,50351,50351,50351
1292,14,71,41,21602,21602,21602
1292,15,41,45,13550,13550,13550
1292,16,45,85,5780,5780,5780
1292,17,85,84,13617,13617,13617
1292,18,84,142,24630,24630,24630
1292,19,142,155,18718,18718,18718
1292,20,155,154,7768,7768,7768
1292,21,154,160,48527,48527,48527
1292,22,160,116,38887,38887,38887
1292,23,116,163,1610,1610,1610
1292,24,163,113,41907,41907,41907
1292,25,113,175,15537,15537,15537
1292,26,175,176,1657,1657,1657
1293,1,69,8,13539,13539,13539
1293,2,8,68,26740,26740,26740
1293,3,68,297,44918,44918,44918
1293,4,297,283,44457,44457,44457
1293,5,283,285,44562,44562,44562
1293,6,285,286,56008,56008,56008
1293,7,286,6,2710,2710,2710
1293,8,6,290,25999,25999,25999
1293,9,290,293,26792,26792,26792
1293,10,293,1,26538,26538,26538
1293,11,1,70,26012,26012,26012
1293,12,70,298,16558,16558,16558
1293,13,298,71,50351,50351,50351
1293,14,71,41,21602,21602,21602
1293,15,41,45,13550,13550,13550
1293,16,45,85,5780,5780,5780
1293,17,85,84,13617,13617,13617
1293,18,84,142,24630,24630,24630
1293,19,142,155,18718,18718,18718
1293,20,155,154,7768,7768,7768
1293,21,154,160,48527,48527,48527
1293,22,160,116,38887,38887,38887
1293,23,116,163,1610,1610,1610
1293,24,163,162,5196,5196,5196
1293,25,162,174,26069,26069,26069
1293,26,174,172,6041,6041,6041
1293,27,172,181,19792,19792,19792
1293,28,181,198,5013,5013,5013
1293,29,198,182,4315,4315,4315
1293,30,182,187,2034,2034,2034
1293,31,187,185,13823,13823,13823
1293,32,185,183,1380,1380,1380
1294,1,69,8,13539,13539,13539
1294,2,8,68,26740,26740,26740
1294,3,68,297,44918,44918,44918
1294,4,297,283,44457,44457,44457
1294,5,283,285,44562,44562,44562
1294,6,285,286,56008,56008,56008
1294,7,286,6,2710,2710,2710
1294,8,6,290,25999,25999,25999
1294,9,290,293,26792,26792,26792
1294,10,293,1,26538,26538,26538
1294,11,1,70,26012,26012,26012
1294,12,70,298,16558,16558,16558
1294,13,298,71,50351,50351,50351
1294,14,71,41,21602,21602,21602
1294,15,41,45,13550,13550,13550
1294,16,45,85,5780,5780,5780
1294,17,85,84,13617,13617,13617
1294,18,84,142,24630,24630,24630
1294,19,142,155,18718,18718,18718
1294,20,155,154,7768,7768,7768
1294,21,154,160,48527,48527,48527
1294,22,160,116,38887,38887,38887
1294,23,116,163,1610,1610,1610
1294,24,163,162,5196,5196,5196
1294,25,162,174,26069,26069,26069
1294,26,174,172,6041,6041,6041
1294,27,172,181,19792,19792,19792
1294,28,181,198,5013,5013,5013
1294,29,198,182,4315,4315,4315
1294,30,182,187,2034,2034,2034
1294,31,187,192,10053,10053,10053
1294,32,192,191,4247,4247,4247
1294,33,191,197,8990,8990,8990
1295,1,69,8,13539,13539,13539
1295,2,8,68,26740,26740,26740
1295,3,68,297,44918,44918,44918
1295,4,297,283,44457,44457,44457
1295,5,283,285,44562,44562,44562
1295,6,285,286,56008,56008,56008
1295,7,286,6,2710,2710,2710
1295,8,6,290,25999,25999,25999
1295,9,290,293,26792,26792,26792
1295,10,293,1,26538,26538,26538
1295,11,1,70,26012,26012,26012
1295,12,70,298,16558,16558,16558
1295,13,298,71,50351,50351,50351
1295,14,71,41,21602,21602,21602
1295,15,41,45,13550,13550,13550
1295,16,45,85,5780,5780,5780
1295,17,85,84,13617,13617,13617
1295,18,84,142,24630,24630,24630
1295,19,142,155,18718,18718,18718
1295,20,155,154,7768,7768,7768
1295,21,154,160,48527,48527,48527
1295,22,160,116,38887,38887,38887
1295,23,116,163,1610,1610,1610
1295,24,163,162,5196,5196,5196
1295,25,162,174,26069,26069,26069
1295,26,174,172,6041,6041,6041
1295,27,172,181,19792,19792,19792
1295,28,181,198,5013,5013,5013
1295,29,198,182,4315,4315,4315
1295,30,182,187,2034,2034,2034
1295,31,187,192,10053,10053,10053
1295,32,192,193,4157,4157,4157
1295,33,193,190,1964,1964,1964
1295,34,190,202,16806,16806,16806
1295,35,202,189,24600,24600,24600
1295,36,189,196,10080,10080,10080
1295,37,196,204,7484,7484,7484
1295,38,204,203,6320,6320,6320
1296,1,69,8,13539,13539,13539
1296,2,8,68,26740,26740,26740
1296,3,68,297,44918,44918,44918
1296,4,297,283,44457,44457,44457
1296,5,283,285,44562,44562,44562
1296,6,285,286,56008,56008,56008
1296,7,286,6,2710,2710,2710
1296,8,6,290,25999,25999,25999
1296,9,290,293,26792,26792,26792
1296,10,293,1,26538,26538,26538
1296,11,1,70,26012,26012,26012
1296,12,70,298,16558,16558,16558
1296,13,298,71,50351,50351,50351
1296,14,71,41,21602,21602,21602
1296,15,41,45,13550,13550,13550
1296,16,45,85,5780,5780,5780
1296,17,85,84,13617,13617,13617
1296,18,84,142,24630,24630,24630
1296,19,142,155,18718,18718,18718
1296,20,155,154,7768,7768,7768
1296,21,154,160,48527,48527,48527
1296,22,160,116,38887,38887,38887
1296,23,116,163,1610,1610,1610
1296,24,163,113,41907,41907,41907
1296,25,113,92,25224,25224,25224
1296,26,92,106,19559,19559,19559
1296,27,106,105,9977,9977,9977
1296,28,105,103,11223,11223,11223
1296,29,103,107,3622,3622,3622
1296,30,107,104,8148,8148,8148
1296,31,104,209,26894,26894,26894
1297,1,69,8,13539,13539,13539
1297,2,8,68,26740,26740,26740
1297,3,68,297,44918,44918,44918
1297,4,297,283,44457,44457,44457
1297,5,283,285,44562,44562,44562
1297,6,285,286,56008,56008,56008
1297,7,286,6,2710,2710,2710
1297,8,6,290,25999,25999,25999
1297,9,290,293,26792,26792,26792
1297,10,293,1,26538,26538,26538
1297,11,1,70,26012,26012,26012
1297,12,70,298,16558,16558,16558
1297,13,298,71,50351,50351,50351
1297,14,71,41,21602,21602,21602
1297,15,41,45,13550,13550,13550
1297,16,45,85,5780,5780,5780
1297,17,85,84,13617,13617,13617
1297,18,84,142,24630,24630,24630
1297,19,142,155,18718,18718,18718
1297,20,155,154,7768,7768,7768
1297,21,154,160,48527,48527,48527
1297,22,160,116,38887,38887,38887
1297,23,116,163,1610,1610,1610
1297,24,163,162,5196,5196,5196
1297,25,162,174,26069,26069,26069
1297,26,174,172,6041,6041,6041
1297,27,172,181,19792,19792,19792
1297,28,181,198,5013,5013,5013
1297,29,198,182,4315,4315,4315
1297,30,182,187,2034,2034,2034
1297,31,187,192,10053,10053,10053
1297,32,192,193,4157,4157,4157
1297,33,193,194,2731,2731,2731
1297,34,194,199,135,135,135
1297,35,199,201,7367,7367,7367
1297,36,201,151,13001,13001,13001
1297,37,151,210,75436,75436,75436
1297,38,210,212,4151,4151,4151
1297,39,212,219,64249,64249,64249
1297,40,219,217,1405,1405,1405
1298,1,69,8,13539,13539,13539
1298,2,8,68,26740,26740,26740
1298,3,68,297,44918,44918,44918
1298,4,297,283,44457,44457,44457
1298,5,283,285,44562,44562,44562
1298,6,285,286,56008,56008,56008
1298,7,286,6,2710,2710,2710
1298,8,6,290,25999,25999,25999
1298,9,290,293,26792,26792,26792
1298,10,293,1,26538,26538,26538
1298,11,1,70,26012,26012,26012
1298,12,70,298,16558,16558,16558
1298,13,298,71,50351,50351,50351
1298,14,71,41,21602,21602,21602
1298,15,41,45,13550,13550,13550
1298,16,45,85,5780,5780,5780
1298,17,85,84,13617,13617,13617
1298,18,84,142,24630,24630,24630
1298,19,142,155,18718,18718,18718
1298,20,155,154,7768,7768,7768
1298,21,154,160,48527,48527,48527
1298,22,160,116,38887,38887,38887
1298,23,116,163,1610,1610,1610
1298,24,163,162,5196,5196,5196
1298,25,162,174,26069,26069,26069
1298,26,174,172,6041,6041,6041
1298,27,172,181,19792,19792,19792
1298,28,181,198,5013,5013,5013
1298,29,198,182,4315,4315,4315
1298,30,182,187,2034,2034,2034
1298,31,187,192,10053,10053,10053
1298,32,192,193,4157,4157,4157
1298,33,193,194,2731,2731,2731
1298,34,194,199,135,135,135
1298,35,199,201,7367,7367,7367
1298,36,201,151,13001,13001,13001
1298,37,151,210,75436,75436,75436
1298,38,210,212,4151,4151,4151
1298,39,212,219,64249,64249,64249
1298,40,219,218,1985,1985,1985
1298,41,218,223,27895,27895,27895
1299,1,69,8,13539,13539,13539
1299,2,8,68,26740,26740,26740
1299,3,68,297,44918,44918,44918
1299,4,297,283,44457,44457,44457
1299,5,283,285,44562,44562,44562
1299,6,285,286,56008,56008,56008
1299,7,286,6,2710,2710,2710
1299,8,6,290,25999,25999,25999
1299,9,290,293,26792,26792,26792
1299,10,293,1,26538,26538,26538
1299,11,1,70,26012,26012,26012
1299,12,70,298,16558,16558,16558
1299,13,298,71,50351,50351,50351
1299,14,71,41,21602,21602,21602
1299,15,41,45,13550,13550,13550
1299,16,45,85,5780,5780,5780
1299,17,85,84,13617,13617,13617
1299,18,84,142,24630,24630,24630
1299,19,142,155,18718,18718,18718
1299,20,155,154,7768,7768,7768
1299,21,154,160,48527,48527,48527
1299,22,160,116,38887,38887,38887
1299,23,116,163,1610,1610,1610
1299,24,163,162,5196,5196,5196
1299,25,162,174,26069,26069,26069
1299,26,174,172,6041,6041,6041
1299,27,172,181,19792,19792,19792
1299,28,181,198,5013,5013,5013
1299,29,198,182,4315,4315,4315
1299,30,182,187,2034,2034,2034
1299,31,187,192,10053,10053,10053
1299,32,192,193,4157,4157,4157
1299,33,193,194,2731,2731,2731
1299,34,194,199,135,135,135
1299,35,199,201,7367,7367,7367
1299,36,201,151,13001,13001,13001
1299,37,151,210,75436,75436,75436
1299,38,210,212,4151,4151,4151
1299,39,212,219,64249,64249,64249
1299,40,219,218,1985,1985,1985
1299,41,218,223,27895,27895,27895
1299,42,223,226,4622,4622,4622
1299,43,226,225,2732,2732,2732
1299,44,225,232,34318,34318,34318
1300,1,69,8,13539,13539,13539
1300,2,8,68,26740,26740,26740
1300,3,68,297,44918,44918,44918
1300,4,297,283,44457,44457,44457
1300,5,283,285,44562,44562,44562
1300,6,285,286,56008,56008,56008
1300,7,286,6,2710,2710,2710
1300,8,6,290,25999,25999,25999
1300,9,290,293,26792,26792,26792
1300,10,293,1,26538,26538,26538
1300,11,1,70,26012,26012,26012
1300,12,70,298,16558,16558,16558
1300,13,298,71,50351,50351,50351
1300,14,71,41,21602,21602,21602
1300,15,41,45,13550,13550,13550
